id,first_name,last_name,gender,part_time_job,absence_days,extracurricular_activities,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,class,average_score,academic_performance,over_absence_days,final_academic_performance,major_group
1480,Jessica,Nolan,female,FALSE,10,FALSE,Business Owner,40,81,54,70,53,98,61,A,62.1,average,Yes,below average,economics
1481,Timothy,Fowler,male,FALSE,4,TRUE,Software Engineer,89,84,84,100,77,62,69,C,78,good,No,good,computer science
1482,Samantha,Ibarra,female,FALSE,5,FALSE,Doctor,86,75,97,93,88,74,97,A1,86.7,excellent,Yes,good,healthcare
1483,Michelle,Guerrero,female,FALSE,3,TRUE,Software Engineer,99,77,60,99,100,83,72,B,88.8,good,No,good,computer science
1484,Stephanie,Pineda,female,TRUE,5,TRUE,Business Owner,67,61,61,82,69,87,97,B,74.2,good,Yes,average,economics
1485,Philip,Blair,male,FALSE,9,FALSE,Business Owner,43,87,81,61,65,53,84,A,65.9,average,Yes,below average,economics
1486,David,Jimenez,male,FALSE,8,TRUE,Business Owner,40,97,92,93,92,65,82,B,78.6,average,Yes,below average,economics
1487,Megan,Bright,female,FALSE,2,FALSE,Business Owner,65,93,67,73,57,72,97,A,72.9,good,No,good,economics
1488,Thomas,Montoya,male,FALSE,6,FALSE,Business Owner,96,92,64,54,87,60,88,C,78.1,good,Yes,average,economics
1489,Brenda,Houston,female,FALSE,1,TRUE,Software Engineer,96,92,80,61,66,98,70,C,82.3,good,No,good,computer science
1490,Daniel,Lee,male,TRUE,1,FALSE,Lawyer,90,84,90,81,92,83,69,A,85,excellent,No,excellent,law
1491,Stephanie,Jones,female,TRUE,9,FALSE,Business Owner,85,57,77,81,65,75,85,A1,76.2,good,Yes,average,economics
1492,Rachel,Salas,female,TRUE,8,TRUE,Business Owner,92,96,80,98,61,84,74,A,85.5,good,Yes,average,economics
1493,Oscar,Benjamin,male,FALSE,3,FALSE,Doctor,100,82,84,100,90,62,87,A1,85.1,good,No,good,healthcare
1494,Debra,Brown,female,FALSE,3,FALSE,Stock Investor,94,63,98,73,63,98,100,B,81.9,good,No,good,economics
1495,Jennifer,Martin,female,FALSE,3,FALSE,Banker,85,76,94,89,85,83,80,A,86,excellent,No,excellent,economics
1496,Jeffrey,Conley,male,FALSE,0,FALSE,Lawyer,80,84,82,69,91,80,96,A1,82.4,excellent,No,excellent,law
1497,Cory,Cook,male,FALSE,1,FALSE,Software Engineer,99,61,91,73,89,62,82,A1,80.9,good,No,good,computer science
1498,David,Walters,male,FALSE,7,FALSE,Writer,70,91,81,61,64,93,96,A1,80,good,Yes,average,journalism
1499,Jeffrey,Moore,male,FALSE,1,FALSE,Designer,62,72,78,96,70,74,72,B,75.2,good,No,good,art
1500,Stacey,Williams,female,TRUE,0,FALSE,Software Engineer,94,97,73,79,84,66,64,A,80.3,good,No,good,computer science
1501,Beth,Stephens,female,FALSE,3,TRUE,Real Estate Developer,79,93,100,83,78,80,87,A1,85.9,excellent,No,excellent,economics
1502,Lisa,Franco,female,TRUE,10,FALSE,Business Owner,47,75,53,60,90,59,86,C,69,average,Yes,below average,economics
1503,Sarah,Snow,female,FALSE,9,FALSE,Banker,100,73,70,71,73,96,67,C,78.6,good,Yes,average,economics
1504,Frederick,Lopez,male,FALSE,5,FALSE,Banker,90,69,75,98,70,75,80,B,81.5,excellent,Yes,good,economics
1505,Cynthia,White,female,FALSE,2,FALSE,Teacher,63,94,65,98,69,90,85,C,83.3,good,No,good,teaching
1506,Samantha,Hopkins,female,FALSE,7,FALSE,Unknown,78,76,93,88,83,99,98,C,88.8,excellent,Yes,good,unknown
1507,Destiny,Rhodes,female,FALSE,4,FALSE,Software Engineer,95,94,69,73,71,93,71,A1,82.3,excellent,No,excellent,computer science
1508,Jessica,Jones,female,FALSE,4,FALSE,Unknown,88,92,66,100,98,99,70,A1,86.6,excellent,No,excellent,unknown
1509,Mark,Smith,male,FALSE,2,FALSE,Construction Engineer,87,86,95,92,91,79,64,A,86.8,good,No,good,computer science
1510,Maureen,Cain,female,FALSE,4,FALSE,Real Estate Developer,89,100,81,62,75,68,71,A1,78.4,good,No,good,economics
1511,Jennifer,Fuentes,female,TRUE,2,FALSE,Stock Investor,89,65,82,77,90,76,84,A1,81,excellent,No,excellent,economics
1512,Jennifer,Arnold,female,FALSE,1,FALSE,Lawyer,90,100,89,69,100,95,94,A,88.5,excellent,No,excellent,law
1513,Laura,Smith,female,FALSE,0,FALSE,Teacher,99,75,71,90,92,78,69,C,79.6,good,No,good,teaching
1514,David,Shaw,male,TRUE,0,FALSE,Software Engineer,91,75,77,95,80,95,88,A1,86.4,excellent,No,excellent,computer science
1515,Diana,Russo,female,FALSE,5,FALSE,Accountant,75,99,60,90,51,77,84,A1,74.8,good,Yes,average,economics
1516,Hayley,Johnson,female,FALSE,1,FALSE,Unknown,60,93,99,81,96,92,80,C,86.6,good,No,good,unknown
1517,Melissa,Jackson,female,FALSE,6,FALSE,Software Engineer,90,64,79,66,96,61,81,A1,76.7,good,Yes,average,computer science
1518,Kimberly,Miller,female,FALSE,2,FALSE,Software Engineer,93,74,80,79,70,66,91,B,79.5,good,No,good,computer science
1519,Andrew,Stanley,male,FALSE,2,TRUE,Accountant,93,74,96,69,71,82,76,B,79.4,good,No,good,economics
1520,Mary,Taylor,female,FALSE,7,FALSE,Software Engineer,92,74,90,87,89,94,87,A1,88.9,excellent,Yes,good,computer science
1521,Mindy,Jones,female,FALSE,2,FALSE,Game Developer,86,60,91,82,73,77,64,A,79.2,good,No,good,computer science
1522,John,Powell,male,TRUE,10,FALSE,Business Owner,64,69,85,99,76,98,60,A1,79.8,good,Yes,average,economics
1523,Amanda,Padilla,female,FALSE,2,FALSE,Artist,91,87,84,91,96,88,82,B,89.7,excellent,No,excellent,art
1524,Kevin,Koch,male,FALSE,3,FALSE,Scientist,76,66,96,86,85,62,68,B,78.6,good,No,good,science researching
1525,Chad,Moreno,male,FALSE,6,FALSE,Unknown,72,67,65,76,69,81,70,C,71.8,good,Yes,average,unknown
1526,Stephanie,Spencer,female,FALSE,1,FALSE,Artist,63,86,72,72,90,75,92,A,75.7,good,No,good,art
1527,Peter,Vargas,male,TRUE,3,FALSE,Software Engineer,94,61,72,70,87,82,76,B,79.3,good,No,good,computer science
1528,Kayla,Bailey,female,FALSE,10,FALSE,Business Owner,70,75,59,91,53,97,95,A,76,good,Yes,average,economics
1529,Stephanie,Jones,female,FALSE,3,FALSE,Banker,83,69,66,95,93,77,77,C,78.3,good,No,good,economics
1530,Nancy,Hartman,female,FALSE,6,FALSE,Business Owner,50,61,50,96,70,58,86,C,67.6,average,Yes,below average,economics
1531,Eduardo,Brown,male,FALSE,0,FALSE,Doctor,99,89,96,98,89,98,93,C,94.2,excellent,No,excellent,healthcare
1532,Thomas,Stone,male,FALSE,3,FALSE,Banker,76,85,62,65,79,81,61,A1,72.8,good,No,good,economics
1533,Craig,Carter,male,TRUE,4,TRUE,Business Owner,71,66,52,99,87,89,70,A1,74.6,good,No,good,economics
1534,Michael,Harrington,male,FALSE,1,FALSE,Unknown,60,78,96,93,62,60,83,A1,74.8,average,No,average,unknown
1535,Valerie,Nichols,female,FALSE,4,FALSE,Software Engineer,87,74,81,65,74,91,82,A1,81.3,excellent,No,excellent,computer science
1536,Brian,Garcia,male,FALSE,10,FALSE,Business Owner,93,84,65,56,67,92,81,A,75.2,good,Yes,average,economics
1537,Renee,Smith,female,FALSE,0,FALSE,Lawyer,87,87,69,71,74,91,74,B,78.5,good,No,good,law
1538,Kaitlyn,Frazier,female,FALSE,3,FALSE,Government Officer,93,68,61,78,80,65,77,A1,74.1,good,No,good,politology
1539,Jesse,Green,male,FALSE,1,FALSE,Game Developer,96,64,91,69,60,62,62,A,76,good,No,good,computer science
1540,Kimberly,Cooper,female,FALSE,2,FALSE,Unknown,62,73,74,72,83,63,79,C,72.1,average,No,average,unknown
1541,Matthew,Chambers,male,TRUE,8,FALSE,Business Owner,50,80,100,81,61,68,72,A,74.3,good,Yes,average,economics
1542,Stephanie,Yu,female,FALSE,4,FALSE,Unknown,71,68,77,73,68,73,64,A1,71.5,good,No,good,unknown
1543,Jose,Hodge,male,FALSE,0,TRUE,Construction Engineer,99,88,88,90,82,88,90,A1,90,excellent,No,excellent,computer science
1544,Steve,Kelly,male,FALSE,4,FALSE,Stock Investor,100,67,100,60,94,72,70,A,82.3,good,No,good,economics
1545,Justin,Morgan,male,TRUE,9,FALSE,Business Owner,77,59,60,98,74,76,60,B,75.3,good,Yes,average,economics
1546,Robert,Black,male,FALSE,3,TRUE,Software Engineer,88,73,86,75,65,62,83,A,78.1,good,No,good,computer science
1547,Gabriella,Pierce,female,FALSE,6,FALSE,Accountant,88,99,64,79,52,75,92,B,76.8,good,Yes,average,economics
1548,William,Clay,male,FALSE,2,FALSE,Stock Investor,99,88,97,97,71,67,79,A1,86.1,excellent,No,excellent,economics
1549,Nicholas,Shea,male,TRUE,8,FALSE,Business Owner,50,88,58,78,83,97,88,C,81.5,good,Yes,average,economics
1550,Heidi,Ellis,female,FALSE,4,FALSE,Unknown,69,93,62,99,98,98,68,C,84.6,good,No,good,unknown
1551,Cassandra,Mills,female,FALSE,5,FALSE,Banker,89,86,96,92,97,89,95,A,92.1,excellent,Yes,good,economics
1552,Robert,Hart,male,FALSE,5,FALSE,Designer,93,97,77,70,81,83,87,C,85.5,excellent,Yes,good,art
1553,Natalie,Garrison,female,FALSE,5,FALSE,Software Engineer,96,83,67,86,81,92,73,A1,83.3,excellent,Yes,good,computer science
1554,Melissa,Campbell,female,TRUE,4,FALSE,Software Engineer,92,98,93,60,74,84,97,A,84.3,good,No,good,computer science
1555,Joshua,Cervantes,male,FALSE,3,TRUE,Software Engineer,99,72,65,66,71,85,83,B,77.7,good,No,good,computer science
1556,Carlos,Long,male,FALSE,10,TRUE,Business Owner,86,59,81,55,77,69,87,A1,75,good,Yes,average,economics
1557,Keith,Hunt,male,FALSE,4,FALSE,Software Engineer,91,92,95,90,73,75,95,A,88.7,excellent,No,excellent,computer science
1558,Kevin,Turner,male,TRUE,3,FALSE,Banker,95,91,74,61,94,86,87,C,85.2,good,No,good,economics
1559,Shane,Washington,male,FALSE,5,FALSE,Government Officer,61,94,87,74,92,79,97,C,85.4,good,Yes,average,politology
1560,Mark,Duke,male,FALSE,1,FALSE,Writer,65,89,70,71,74,97,64,C,78,good,No,good,journalism
1561,Anna,Lane,female,FALSE,7,FALSE,Game Developer,94,97,97,75,79,68,92,A,86.8,excellent,Yes,good,computer science
1562,Catherine,Ibarra,female,FALSE,5,FALSE,Designer,94,68,89,90,91,98,72,A1,88.3,excellent,Yes,good,art
1563,Brian,Adams,male,FALSE,5,TRUE,Business Owner,56,67,87,97,88,57,86,A,77.8,average,Yes,below average,economics
1564,Michael,James,male,FALSE,7,FALSE,Software Engineer,89,63,88,73,78,84,74,C,77,good,Yes,average,computer science
1565,Robert,Hernandez,male,TRUE,1,TRUE,Real Estate Developer,65,70,100,66,71,61,61,B,69.6,good,No,good,economics
1566,Anthony,Walton,male,TRUE,1,FALSE,Stock Investor,91,96,63,81,97,74,66,A1,79.6,good,No,good,economics
1567,Meghan,Lewis,female,FALSE,1,FALSE,Banker,88,100,71,85,72,91,81,A1,83.8,excellent,No,excellent,economics
1568,Crystal,Holland,female,TRUE,4,FALSE,Business Owner,49,51,57,80,89,53,76,B,67.3,average,No,average,economics
1569,Brian,Gibson,male,FALSE,5,FALSE,Writer,73,94,74,72,80,98,100,A1,83.6,excellent,Yes,good,journalism
1570,Eric,Heath,male,FALSE,2,FALSE,Software Engineer,94,94,74,66,73,92,80,C,83.9,excellent,No,excellent,computer science
1571,Holly,Dunn,female,TRUE,5,FALSE,Business Owner,84,61,59,76,72,54,66,B,70.4,good,Yes,average,economics
1572,Paul,Miller,male,FALSE,7,TRUE,Construction Engineer,97,91,91,61,68,77,97,B,80.8,good,Yes,average,computer science
1573,Katherine,Reyes,female,FALSE,7,FALSE,Unknown,82,84,69,66,65,74,68,C,73.4,good,Yes,average,unknown
1574,Paula,Hernandez,female,TRUE,2,FALSE,Doctor,96,97,98,98,97,96,89,C,95.3,excellent,No,excellent,healthcare
1575,Aaron,Ortega,male,FALSE,4,TRUE,Business Owner,44,98,53,68,94,91,84,A1,72,average,No,average,economics
1576,Jonathan,Carter,male,FALSE,7,TRUE,Banker,97,64,90,69,88,83,77,A,82.4,good,Yes,average,economics
1577,Christina,Nguyen,female,FALSE,1,TRUE,Banker,77,93,65,68,71,75,76,A,73.5,good,No,good,economics
1578,Anita,Carter,female,TRUE,9,FALSE,Accountant,89,99,96,72,84,62,98,C,85.9,good,Yes,average,economics
1579,Madeline,Holmes,female,FALSE,0,FALSE,Software Engineer,86,92,65,81,73,84,79,A1,79.5,good,No,good,computer science
1580,Luis,Klein,male,FALSE,6,TRUE,Unknown,73,71,84,96,92,94,75,A,83.8,excellent,Yes,good,unknown
1581,Laura,Thornton,female,FALSE,2,FALSE,Teacher,61,75,95,62,93,92,87,B,78.1,good,No,good,teaching
1582,William,Ball,male,TRUE,6,FALSE,Business Owner,81,90,75,83,70,55,62,A,75.5,good,Yes,average,economics
1583,Kristin,Gilbert,female,TRUE,2,TRUE,Doctor,90,99,94,91,92,85,64,B,88.8,good,No,good,healthcare
1584,Aaron,Ware,male,FALSE,7,FALSE,Game Developer,88,60,87,95,65,75,76,A1,79.6,good,Yes,average,computer science
1585,Danny,Carlson,male,FALSE,5,TRUE,Doctor,86,92,84,82,88,84,65,C,82.2,excellent,Yes,good,healthcare
1586,Julie,Adkins,female,FALSE,8,FALSE,Banker,78,75,82,91,86,76,69,B,81.2,good,Yes,average,economics
1587,Jerry,Aguirre,male,TRUE,6,FALSE,Business Owner,73,90,70,80,64,53,79,B,72.6,good,Yes,average,economics
1588,Jason,Thomas,male,FALSE,4,FALSE,Scientist,98,82,91,93,85,75,78,B,87.8,excellent,No,excellent,science researching
1589,Zachary,Houston,male,FALSE,1,FALSE,Scientist,81,79,100,88,81,64,95,A,85.7,good,No,good,science researching
1590,Donna,Hoffman,female,FALSE,2,TRUE,Unknown,73,87,72,98,82,89,98,C,87.3,excellent,No,excellent,unknown
1591,Austin,Sanders,male,FALSE,1,FALSE,Lawyer,84,95,87,100,96,92,76,A1,89.3,excellent,No,excellent,law
1592,Leslie,Mercado,female,FALSE,5,FALSE,Lawyer,81,90,82,80,98,81,91,B,86.2,excellent,Yes,good,law
1593,Derrick,Tucker,male,FALSE,2,FALSE,Banker,100,77,90,83,88,91,80,C,85.7,excellent,No,excellent,economics
1594,Kelsey,Alexander,female,TRUE,6,FALSE,Business Owner,83,50,59,77,66,87,60,C,67.9,good,Yes,average,economics
1595,Rhonda,Smith,female,FALSE,6,FALSE,Accountant,87,75,90,82,99,66,92,B,85.9,excellent,Yes,good,economics
1596,Isaac,Santos,male,FALSE,2,FALSE,Designer,96,94,60,62,86,79,79,B,80,good,No,good,art
1597,David,Sloan,male,FALSE,3,FALSE,Software Engineer,98,76,69,75,76,98,81,A,81.5,excellent,No,excellent,computer science
1598,Amanda,Peterson,female,FALSE,3,FALSE,Game Developer,83,66,97,95,91,76,80,C,81,excellent,No,excellent,computer science
1599,Cynthia,Weeks,female,TRUE,10,FALSE,Business Owner,86,59,83,81,100,82,99,C,83,good,Yes,average,economics
1600,Katherine,Turner,female,FALSE,7,FALSE,Designer,82,67,88,62,73,64,79,A1,74.9,good,Yes,average,art
1601,Joseph,Patterson,male,FALSE,1,TRUE,Designer,82,98,78,63,83,91,94,C,87.2,good,No,good,art
1602,Jill,Davis,female,FALSE,9,FALSE,Business Owner,100,71,70,86,80,91,62,A,81.6,good,Yes,average,economics
1603,Amy,Moore,female,FALSE,3,TRUE,Real Estate Developer,100,80,88,81,93,93,84,A1,90,excellent,No,excellent,economics
1604,Eric,Matthews,male,FALSE,10,FALSE,Business Owner,83,93,75,55,82,51,91,B,75,good,Yes,average,economics
1605,Tamara,Bennett,female,FALSE,10,FALSE,Banker,93,92,71,89,91,76,61,C,80.2,good,Yes,average,economics
1606,Maria,Perkins,female,FALSE,5,FALSE,Lawyer,86,86,100,86,94,87,85,A1,89.7,excellent,Yes,good,law
1607,Jillian,Reed,female,TRUE,3,FALSE,Business Owner,50,78,67,95,82,97,80,A,76.1,good,No,good,economics
1608,Melissa,Mora,female,FALSE,7,FALSE,Business Owner,78,68,56,50,76,67,97,C,72.4,good,Yes,average,economics
1609,Tina,Smith,female,FALSE,3,FALSE,Software Engineer,91,69,82,87,100,93,100,A1,88.8,excellent,No,excellent,computer science
1610,Rhonda,Munoz,female,FALSE,0,FALSE,Artist,73,100,78,77,71,61,66,B,74.7,good,No,good,art
1611,Heidi,Johnson,female,FALSE,6,FALSE,Game Developer,99,66,81,69,82,73,72,A1,79.5,good,Yes,average,computer science
1612,Joshua,Davis,male,FALSE,6,FALSE,Game Developer,88,82,99,65,83,65,98,A1,83.2,excellent,Yes,good,computer science
1613,Laura,Sanders,female,FALSE,1,FALSE,Lawyer,100,82,85,68,97,81,100,B,87.8,excellent,No,excellent,law
1614,Evan,Francis,male,FALSE,2,FALSE,Unknown,100,62,84,66,88,90,71,A,81.1,good,No,good,unknown
1615,Cynthia,Miller,female,TRUE,5,FALSE,Banker,99,61,76,95,79,78,66,A,82.4,good,Yes,average,economics
1616,Bobby,Miller,male,FALSE,0,TRUE,Banker,81,99,85,72,67,78,69,A1,79.5,good,No,good,economics
1617,Justin,Brooks,male,FALSE,3,FALSE,Doctor,90,86,98,97,99,96,85,A1,93.5,excellent,No,excellent,healthcare
1618,Kayla,Krueger,female,FALSE,4,FALSE,Unknown,67,88,89,90,78,84,73,C,81.4,excellent,No,excellent,unknown
1619,Justin,Kim,male,FALSE,5,TRUE,Real Estate Developer,68,91,78,63,90,95,80,C,83.1,good,Yes,average,economics
1620,Christian,Blankenship,male,FALSE,1,TRUE,Doctor,93,90,93,89,92,93,100,A1,92.9,excellent,No,excellent,healthcare
1621,Todd,Williams,male,FALSE,1,FALSE,Construction Engineer,94,95,80,60,89,93,88,B,84.2,good,No,good,computer science
1622,Victoria,Perez,female,FALSE,7,FALSE,Business Owner,88,96,74,90,82,70,83,A,83.5,excellent,Yes,good,economics
1623,Madeline,Hart,female,FALSE,1,TRUE,Banker,75,93,66,63,68,91,99,A,75.9,good,No,good,economics
1624,Christopher,Meyer,male,FALSE,4,FALSE,Doctor,99,89,87,90,87,90,95,B,91.3,excellent,No,excellent,healthcare
1625,Christopher,Fleming,male,TRUE,7,FALSE,Accountant,93,64,86,82,35,73,84,C,73.8,average,Yes,below average,economics
1626,Karen,Ramsey,female,FALSE,4,FALSE,Lawyer,73,95,78,79,84,89,96,A1,83.4,excellent,No,excellent,law
1627,Monica,Dalton,female,FALSE,6,FALSE,Real Estate Developer,64,61,76,100,93,61,65,A1,72.1,average,Yes,below average,economics
1628,Gary,Odonnell,male,FALSE,1,TRUE,Lawyer,76,87,98,88,94,86,64,B,85.1,good,No,good,law
1629,Ann,Scott,female,FALSE,2,FALSE,Stock Investor,91,93,82,81,95,91,70,C,85.7,excellent,No,excellent,economics
1630,Jessica,Jackson,female,FALSE,8,TRUE,Business Owner,70,98,51,51,96,96,70,C,79.6,good,Yes,average,economics
1631,Lauren,Morrison,female,FALSE,5,FALSE,Doctor,90,92,95,85,93,69,65,A,85.9,excellent,Yes,good,healthcare
1632,Alexander,Brown,male,FALSE,9,FALSE,Business Owner,93,83,61,95,70,93,65,C,80.1,good,Yes,average,economics
1633,Thomas,Smith,male,TRUE,7,FALSE,Unknown,61,99,66,99,100,70,60,A,78.1,good,Yes,average,unknown
1634,Jonathan,Torres,male,FALSE,1,FALSE,Business Owner,51,69,85,61,59,81,63,A1,68.6,good,No,good,economics
1635,Robin,Daniel,female,FALSE,4,TRUE,Unknown,91,72,69,88,92,61,76,C,75.8,good,No,good,unknown
1636,Anthony,Peterson,male,FALSE,3,FALSE,Accountant,96,64,76,97,81,87,99,A,86.9,good,No,good,economics
1637,Ashley,Blankenship,female,FALSE,5,FALSE,Software Engineer,93,75,84,66,74,99,66,B,79,good,Yes,average,computer science
1638,Jennifer,Stewart,female,FALSE,1,TRUE,Unknown,70,96,60,87,92,63,95,A,78,good,No,good,unknown
1639,James,Compton,male,FALSE,2,FALSE,Doctor,90,90,93,87,93,99,100,C,94.1,excellent,No,excellent,healthcare
1640,David,Bates,male,FALSE,1,FALSE,Unknown,69,78,80,60,76,86,96,A,75.4,good,No,good,unknown
1641,Stephanie,Green,female,FALSE,2,FALSE,Software Engineer,89,90,72,98,96,84,87,B,89.9,excellent,No,excellent,computer science
1642,Garrett,Nichols,male,FALSE,2,TRUE,Software Engineer,86,99,90,61,66,96,87,C,86.7,good,No,good,computer science
1643,Erica,Lopez,female,FALSE,5,FALSE,Artist,80,61,89,98,73,90,88,A,84.6,good,Yes,average,art
1644,Lisa,Benitez,female,FALSE,4,FALSE,Software Engineer,93,77,85,95,60,99,67,B,82.4,good,No,good,computer science
1645,Cheryl,Gutierrez,female,FALSE,5,FALSE,Software Engineer,87,91,86,96,65,77,83,B,83.3,excellent,Yes,good,computer science
1646,Stephen,Hawkins,male,FALSE,7,FALSE,Stock Investor,86,88,96,86,87,99,80,B,88.1,excellent,Yes,good,economics
1647,Natalie,Williams,female,FALSE,4,TRUE,Software Engineer,87,80,97,98,91,64,97,B,89,good,No,good,computer science
1648,Anthony,Arnold,male,FALSE,2,FALSE,Lawyer,96,83,97,100,85,92,69,A1,90.7,excellent,No,excellent,law
1649,Deanna,Coleman,female,FALSE,5,FALSE,Lawyer,90,89,70,90,83,82,87,A,84.1,excellent,Yes,good,law
1650,Lisa,Barber,female,TRUE,5,FALSE,Business Owner,89,65,65,91,76,91,92,B,82.5,excellent,Yes,good,economics
1651,Stephanie,Miller,female,TRUE,6,FALSE,Business Owner,98,62,75,72,81,73,93,C,78.2,good,Yes,average,economics
1652,Amy,White,female,FALSE,3,FALSE,Doctor,99,100,87,96,93,92,88,A1,93.3,excellent,No,excellent,healthcare
1653,Beverly,Chavez,female,TRUE,9,TRUE,Business Owner,99,65,100,93,91,60,83,A1,85,good,Yes,average,economics
1654,Richard,Cortez,male,FALSE,3,FALSE,Real Estate Developer,55,81,72,100,87,85,94,C,83.4,good,No,good,economics
1655,Kevin,Morgan,male,FALSE,1,FALSE,Government Officer,86,87,64,74,60,89,84,B,76.4,good,No,good,politology
1656,Emily,Hebert,female,TRUE,4,FALSE,Software Engineer,89,65,60,70,86,62,74,C,70.7,good,No,good,computer science
1657,Lori,Roberts,female,FALSE,2,TRUE,Software Engineer,94,97,90,93,85,95,92,A,92.3,excellent,No,excellent,computer science
1658,Robert,Kirby,male,FALSE,1,FALSE,Game Developer,85,61,100,75,70,89,80,A,82,good,No,good,computer science
1659,Eric,Ross,male,TRUE,0,FALSE,Unknown,78,70,90,68,90,87,77,A,79.6,good,No,good,unknown
1660,Rachael,Perry,female,FALSE,2,FALSE,Banker,75,67,64,80,79,77,80,B,75.6,good,No,good,economics
1661,Kenneth,Gallagher,male,FALSE,2,TRUE,Construction Engineer,82,61,89,88,74,78,72,A1,79.3,good,No,good,computer science
1662,Thomas,Scott,male,TRUE,6,FALSE,Business Owner,41,53,64,62,79,50,65,A,58.1,average,Yes,below average,economics
1663,Elizabeth,Jones,female,FALSE,5,FALSE,Business Owner,44,79,83,50,52,79,96,A,66,average,Yes,below average,economics
1664,Matthew,Bartlett,male,FALSE,5,TRUE,Lawyer,81,94,61,86,72,97,82,A,80.1,good,Yes,average,law
1665,Kendra,Perez,female,TRUE,6,FALSE,Banker,77,90,74,65,100,76,80,A,77.8,good,Yes,average,economics
1666,Daniel,Brewer,male,FALSE,2,FALSE,Software Engineer,97,97,70,94,66,83,66,A1,82.3,excellent,No,excellent,computer science
1667,Cody,Tyler,male,FALSE,5,FALSE,Business Owner,66,83,79,65,57,61,86,A1,70.3,good,Yes,average,economics
1668,Nicholas,Conrad,male,FALSE,7,FALSE,Doctor,91,96,96,90,97,85,98,C,93.2,excellent,Yes,good,healthcare
1669,Emma,Morris,female,FALSE,8,FALSE,Accountant,76,84,95,66,84,74,64,A,78,good,Yes,average,economics
1670,David,Brown,male,FALSE,4,FALSE,Software Engineer,97,93,60,90,85,72,83,B,85.2,good,No,good,computer science
1671,Charlotte,Zuniga,female,FALSE,8,FALSE,Lawyer,83,94,93,62,92,98,94,B,85.3,good,Yes,average,law
1672,Luis,Knight,male,FALSE,1,TRUE,Real Estate Developer,98,83,93,73,100,82,81,C,85.6,excellent,No,excellent,economics
1673,Matthew,Moore,male,FALSE,3,FALSE,Doctor,91,88,88,91,85,95,88,C,89.7,excellent,No,excellent,healthcare
1674,Jennifer,Chan,female,FALSE,3,FALSE,Government Officer,82,84,93,89,88,76,98,A,87.4,excellent,No,excellent,politology
1675,Christopher,Evans,male,FALSE,5,FALSE,Lawyer,77,86,62,85,72,98,90,C,84.4,good,Yes,average,law
1676,Tara,Haynes,female,FALSE,3,FALSE,Software Engineer,95,98,76,61,87,72,100,A,82.1,good,No,good,computer science
1677,Jason,Flores,male,FALSE,4,FALSE,Writer,80,76,71,62,92,99,77,A1,80.7,good,No,good,journalism
1678,David,Flores,male,TRUE,7,FALSE,Software Engineer,89,79,97,61,64,79,72,B,75.5,good,Yes,average,computer science
1679,Patricia,Rivera,female,FALSE,3,TRUE,Government Officer,69,87,91,82,86,77,80,B,80.9,good,No,good,politology
1680,Alexis,Freeman,female,FALSE,2,FALSE,Business Owner,76,72,58,66,66,62,60,A,66,good,No,good,economics
1681,Scott,Baxter,male,FALSE,1,FALSE,Doctor,85,97,95,97,98,84,94,A,92.7,excellent,No,excellent,healthcare
1682,Kyle,Rubio,male,FALSE,3,FALSE,Banker,79,100,72,89,68,99,76,B,81.9,excellent,No,excellent,economics
1683,Nancy,Montes,female,FALSE,1,FALSE,Teacher,85,76,63,62,74,82,96,A,74.8,good,No,good,teaching
1684,Andre,Graham,male,FALSE,7,FALSE,Government Officer,78,69,87,93,83,94,75,C,81.7,excellent,Yes,good,politology
1685,Christine,Rivera,female,FALSE,0,TRUE,Unknown,62,91,86,88,80,62,75,A1,75.4,average,No,average,unknown
1686,William,Holt,male,FALSE,1,FALSE,Stock Investor,93,86,61,71,98,79,87,B,83.7,good,No,good,economics
1687,Tammy,Morris,female,FALSE,3,FALSE,Banker,94,76,100,60,80,94,61,C,79.6,good,No,good,economics
1688,Kimberly,Bates,female,FALSE,3,FALSE,Banker,95,83,94,83,75,99,75,C,86.1,excellent,No,excellent,economics
1689,Sheena,Murphy,female,FALSE,6,FALSE,Real Estate Developer,81,67,93,65,87,84,79,A,79.5,good,Yes,average,economics
1690,Robert,Mccall,male,FALSE,4,FALSE,Accountant,87,100,60,99,45,73,86,B,78.1,average,No,average,economics
1691,Julie,Floyd,female,TRUE,10,FALSE,Business Owner,55,86,54,78,55,60,88,B,66.4,average,Yes,below average,economics
1692,Barry,Taylor,male,FALSE,8,FALSE,Business Owner,77,71,68,53,70,72,69,A,67.8,good,Yes,average,economics
1693,Dennis,Gonzalez,male,FALSE,1,FALSE,Stock Investor,82,79,60,80,65,64,71,A,72.3,good,No,good,economics
1694,Angel,Williams,male,FALSE,6,FALSE,Artist,81,97,88,81,63,88,67,A1,82.2,good,Yes,average,art
1695,Ronald,Palmer,male,FALSE,0,FALSE,Software Engineer,99,70,86,61,70,90,66,A,78.8,good,No,good,computer science
1696,Dustin,Stanley,male,FALSE,5,TRUE,Real Estate Developer,87,77,64,84,84,94,80,C,82.1,good,Yes,average,economics
1697,Jennifer,Lewis,female,TRUE,8,FALSE,Business Owner,94,62,100,87,91,89,93,A1,89.9,good,Yes,average,economics
